id,category_id,sub_id,question,image,answer_a,answer_b,answer_c,correct_answer,additional_info
511,4,58,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 10 m to:,,28500 kHz - 29800 kHz,28000 kHz - 29500 kHz,28000 kHz - 29700 kHz,c,
512,4,59,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 6 m to:,,50 MHz - 54 MHz,50 MHz - 52 MHz,"50 MHz - 53,5 MHz",b,
513,4,60,Zakres częstotliwości przeznaczony dla służby amatorskiej w paśmie 2 m to:,,144 MHz - 146 MHz,144 MHz - 148 MHz,143 MHz - 146 MHz,a,
514,4,61,Jaki jest odstęp między częstotliwością nadawczą a odbiorczą przemienników pracujących w paśmie 2 m?,,600 kHz,650 kHz,800 kHz,a,
515,4,62,Prefiks kraju znajduje się,,na początku znaku wywoławczego stacji amatorskiej,na końcu znaku stacji amatorskiej,znak nie identyfikuje kraju dlatego musimy posługiwać się tzw. callbookiem lub specjalnymi stronami www,a,
516,4,63,Który z prefiksów nie może być prefiksem znaku wywoławczego stacji polskiego krótkofalowca dla kategorii pozwolenia 1 i 3?,,HF,3Z,SR,c,
517,4,64,Który z prefiksów dotyczy krótkofalowca z Ameryki Północnej?,,W,BY,G,a,
518,4,65,"Słyszysz stację z USA, która nadaje na 7220 kHz. Co to oznacza:",,stacja nadaje niezgodnie z przepisami,"Nie możesz odpowiedzieć na jej wywołanie na 7220 kHz, gdyż ta częstotliwość znajduje się poza pasmem amatorskim w Polsce",ma uszkodzony nadajnik,b,
519,4,66,Jakiej mocy powinny używać stacje radioamatorskie?,,Określonej w pozwoleniu,"Minimalnej, niezbędnej do zapewnienia zadowalającej jakości transmisji, nie większej jednak niż określona w pozwoleniu","Dowolnej, nie większej jednak niż określona w pozwoleniu",b,
520,4,67,"Wyjeżdżasz na kilka dni z Polski do Niemiec. Czy możesz użyć swojej radiostacji, a jeśli tak, to jakiego użyjesz znaku?",,Nie możesz,"Możesz, poprzedzisz swój własny znak prefiksem DL (właściwym dla kraju CEPT, do którego przyjechałeś)","Możesz, zamieniasz polski prefix na prefix kraju, do którego przyjechałeś",b,
521,4,68,"Które z krajów nie należą do CEPT, ale nadal możesz stamtąd nadawać podczas krótkiej podróży po wypełnieniu rekomendacji T/R 61-01?",,"Stany Zjednoczone, Kanada, Izrael","Arabia Saudyjska, Bahrajn, Irak","Chiny, Korea Północna, Indie",a,
522,4,69,Czy na pasmach amatorskich możemy nadawać dowolne treści?,,"Nie, stacje mają zakaz transmisji sygnałów zbędnych, nieużytecznych, fałszywych lub wprowadzających w błąd","Tak, jest to przywilej radioamatorów","Nie, nie można nadawać komercyjnej muzyki oraz transmisji o charakterze religijnym",a,
523,1,,??? W obwodzie prądu stałego przez rezystor 10 Ω płynie prąd 1 A. Jaki jest spadek napięcia na rezystorze?,,1 V,100 V,10 V,c,
524,1,,??? Rezystor ma wartość 10 Ω. Płynie przez niego prąd 1 A. Jaka moc wydziela się na rezystorze?,,1 W,1000 W,10 W,c,
525,1,,"??? Zasilacz dostarcza do stopnia końcowego nadajnika napięcie 100 V i prąd 1 A. Jaka jest sprawność energetyczna stopnia końcowego, jeżeli na wyjściu zmierzyliśmy moc PEP = 40 W?",,"0,5","0,4","0,6",b,
526,1,,"??? Jaka jest różnica pomiędzy efektywną mocą promieniowaną ERP, a EIRP?",,"EIRP jest większe o 2,15 dB od ERP","EIRP jest mniejsze o 2,15 dB od ERP",Nie ma różnicy,a,
527,1,,??? Jaka powinna być stabilność heterodyny w odbiorniku komunikacyjnym? Częstotliwość heterodyny na najwyższym zakresie po włączeniu odbiornika powinna zmieniać się nie więcej jak:,,o 200 Hz,o 500 Hz,o 1000 Hz,a,
